,Text,Annotator_0,Annotator_11
647,Lindsey Graham is a ridiculous man!  WATCH: Lindsey Graham Said In 2013 That Not Everyone In ‘Hellholes’ Can Come To U.S.  https://www.dailywire.com/news/25829/watch-lindsey-graham-said-2013-not-everyone-ryan-saavedra,1,0
648,"Soon, WRONGTHINK will be punishable by death.",1,0
649,"""But [decentralized systems] come with the risk of being harder to control.""  Rather telling statement there, Zuck.",1,0
650,A Brit already had to be 18 to buy a knife....... because all their diverse teenage darlings were stabbing each other.......... ain't multiculturalism grand ? ..... Nirvana is just around the corner....... Whut?,1,0
651,Draining any sympathy I had for your Great Britain...  #Chant #BEmuslimTOO  ,1,0
652,The guilty will be hooded.,1,0
653,Idaho Democrats embrace radical left groups. ,1,0
654,"Agreed, free speech if valuable, but the Left, Neoconservatives, and International Jews would guilt us to death with modern propaganda until we gave up everything and were replaced by the 3rd world.",1,0
655,New ANP Report!! The dead beats and dirt bags are ALWAYS promoted by the (((media))). ,1,0
656,"the ATF still denies they had guns on the helicopters. sure, the guns weren't ATTACHED to the helicopters...but that's cutting a hair pretty thin...  #waco",1,0
657,"Freemasonry is the International JewishBank, an anti-Western sect thatcreated. . : ",1,0
658,Why don't you post the DSM section on Aspergers (High Functioning Autism)? ,1,0
659,Trey Gowdy Demolishes FBI Rat Peter Strzok At Live Congressional Hearing  https://animeright.news/ar14/trey-gowdy-demolishes-fbi-rat-peter-strzok-at-live-congressional-hearing/,1,0
660,"No they won't, it'll carry on for a few years losing cash and viewers, just to ""prove them right.""  You know, the Twitter model.",1,0
661,"TODAY PRIMARIES IN TX , GEORGIA, ARKANSAS AND KENTUCKY. ",1,0
662,"Manning had a perfectly good ticket, all paid for. Anybody with a ticket was admitted, except for you, who claim to have been thrown out. ",1,0
663,"You are so ignorant of the art of debate. I gave you an opportunity to show your intelligence and you missed it. It must be a sad world to be so inept in your conversation skills, but it indicates your low self esteem and lack of discipline. ",1,0
664,haha Caption this..... Just act natural.  They won't notice we're a mixed race couple.,0,1
665,People would be nice if they feel they had the time to be nice but i guess they don't think they have the time for that.,1,0
666,THE RUSSIANS DID IT??? REALLY?? MICHAEL ALLEN @mikelallen619 days · in BritFam,1,0
667,Hillary and her cartel wants to turn the USA into a turd world country with the invitation of turd world voters to replace our great citizens that seem to have seen through her selfish facade.,1,0
668,The Constitution protects us against the government; we need to add protection against corporations too. And what about breaking up those monopolies??,1,0
669,Democrats are trying their best to destroy this country. They want a One World Government run by socialists. It's time to get rid of the democratic party and any socialist organization like it.,1,0
670,"So Jewish Roseanne is back tracking to ""I was on Ambien!"".I thought she was a tough woman, right, cuz all women are tough right? No? O well, I didnt give a fuck about her anyway.",1,0
671,These people have stuffed so many rules into their victimhood matrix that they can no longer keep any of it straight.,1,0
672,Perhaps the most important job of the FLOTUS is not to embarrass her husband or the USA ............. Under that criteria........ MO has to be the biggest failure in history of the nation,1,0
673,"this guy says the gov't & alumni should stop giving money to our unAmerican socialist propagating, groupthink perpetuating, enemies called universities...I agree",1,0
674,This is a BS comment. Explain what she lied about.,1,0
675,I guess he knows. He fucks a shit hole! LMAO,1,0
676,Please report and mute antisemite LARPers spamming up the boards trying to discredit Gab with their daily garbage. Thanks. They are impersonators from Twatter.,1,0
677,She sure likes to paint the decapitation of White women.,1,0
678,#ThankTheSkanks for all the conservative votes this November.,1,0
679,"The German are convinced they can recycle all those barbarian scumbags into good, hard working Germans... So far, not so much...",1,0
680,"EU: More Censorship to ""Protect"" You ",1,0
681,Two US citizens hurt in Dutch 'terrorist' knife attack by 19-year-old Afghan with German residence permit https://www.yahoo.com/news/two-hurt-amsterdam-station-stabbing-attacker-shot-police-001756696.html?soc_src=hl-viewer&soc_trk=tw,1,0
682,"School shooting in Florida again...no deaths, one injured, suspect in custody. ",1,0
683,"""A Broken Media Is Wrong Twice A Day"" ",1,0
684,"I totally agree, nobody paid for me to go to college. Nobody is helping me pay for my daughter to go. Want to better yourself, get a higher education, work for it. ",1,0
685,I made this for you to download and share all over social media. God bless you all.. Except the Alt Right and Neo Libs.. The Alt right is a LEFT wing party. Republicans and Conservative HATE THE ALT RIGHT!!!!!!!!!!!!! Remove RIGHT off your name.. Only a LEFTIST would act like YOU DUMB BITCHES!!!!!!!!!!!!!,1,0
686,"The great outdoors, a place where anyone can go to get away from the BS of the world, is now racist according to at least one writer.  Only so much stupidity I can take in a day, better take my white self on a trip to some mountains or something.",1,0
687,LITTLE MARCO HAS SOME GOOD POSITIONS BUT BY ENLARGE HE IS A BUSH GLOBALIST THAT CANNOT BE TRUSTED.,1,0
688,Foreign? WTF!!! He's Mooslime dumbasses!,0,1
689,"Wrong again dumb dumb, did you learn debate tactics from liberals? You provided your opinion. I provided facts, here are the facts. First watch this video on cultural marxism: https://www.youtube.com/watch?v=4h_iC-UOCCc These are tactics Obama himself use.",1,0
690,#News #Politics ,1,0
691,So this nasty little bitch Sarah Silverman threatened the anons the other day:,1,0
692,IF DEMOCRATS WIN IN THE NEXT ELECTION THIS WILL BE THE FATE OF AMERICA ,1,0
693,STILL WAITING for you Rex to prove your word-vomiting. ,1,0
694,"Watch ""Survivor David Hogg In CBS Video 6 Months BEFORE Marjory Stoneman Douglas High School Event |"" on YouTube - https://youtu.be/K9Gb41JJA1o",1,0
695,And they would only pass the cost in 2 the hard working American people...no fuckin'thank you...,1,0
696,Good afternoon fellow gabers the latest hit against Kavanaugh  the vile witch from HI. horito says Kavanaugh shouls be banned from coaching girls sports a rapest shouldnt be allowed any where near youn girls or women period ! this fucking bitch is a disgrace to humanity she saide she blvs Ford 100 % and Kavanaugh is an outright liar !,1,0
697,SICK.  HuffPo tries to normalize beastialty.    ,1,0
698,"as a michigander, i bet she's a hit in detroit. personally, paying to see stand up comedy is a waste, it's all negative, there's absolutely no positive side to that form of entertainment at all. ",1,0
699,No need to throw the baby out with the bathwater. George Soros is behind most of what you see but has ties to a world wide cabal of some very evil folks!,1,0
700,"Shorter is better, one girl lied to me.",1,0
701,Google is a terrible entity! ,1,0
702,Hold on. That law makes muslims sad and you cant have that.  ,1,0
703,"Don't want kids doing ""it"" or any other ""It"".  But there is an economy behind the ban.  Profiters are:  Law Enforcement, Lawyers, Cartels, Politicians, the whole supply and prosecution chain, Alcohol companies, etc... Once legallized by stock in Pizza Delivery.",1,0
704,"This is the Problem with Groups and eventually with GAB-On/Off Topic is a personal decision and Not one Person-Sorry, but I will Never Join a Group Beyond GAB!",1,0
705,NOT Sex Trafficking Case......CHILD Sex Trafficking CASE! ,1,0
706,"Hmmm, so we run away when we cannot debate a topic? I see your game",1,0
707,"The 2011 Census revealed in Blackburn that ""...31% of people living in the area were of an ethnic minority background..."". ",1,0
708,Soros is a muppet of the rothschilds ,1,0
709,"I hope the Brit's take a stand before it's too late. They are loosing their culture, customs, religion, and freedom little by little.",1,0
710,New York teachers are the highest paid in the nation.  Our city in Upstate NY graduates 39% of its students.  The unions are all powerful...I fear for the future of our state and unfortunately i am stuck here.... ,1,0
