,ID,Text,Hate_pos,Seq30,Seq30_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_LLM,Hate_pos_diff
74,9689,"Yep. She has a bed, but she went straight back to the carrier. I'll leave it as long as she needs. Given the Okra situation, I'm figuring 7-10 days in the bathroom unless closely supervised & probably a while longer at night. She'll be eating in my bath until she's on adult food, anyway. You know I won't rush her.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is about taking care of a pet, likely a cat, and ensuring its comfort and safety. There is no language or content that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is straightforward and lacks any elements that could be interpreted as hate speech. Therefore, it is expected that annotators would have a consensus that this post is not hate speech, leading to low disagreement.","The post is about taking care of a pet, likely a cat, and ensuring its comfort and safety. There is no language or content that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is straightforward and lacks any elements that could be interpreted as hate speech. Therefore, it is expected that annotators would have a consensus that this post is not hate speech, leading to low disagreement. The labels would likely be all 0s, indicating no hate speech.",0.0,0.0
75,9690,"Little, cute, dark gray Toe Beans!! I love toe beans.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a light-hearted and affectionate comment about 'toe beans,' which is a colloquial term often used to describe the pads on a cat's paw. There is no language or context in the post that suggests any form of hate speech. It does not demean or degrade any individual or group, nor does it incite violence or use offensive language. Therefore, it is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement.","The post is a simple and affectionate statement about 'toe beans,' which are commonly known as the pads on a cat's paw. There is no indication of hate speech in this post as it does not target any individual or group, nor does it contain any offensive language or calls for violence. The content is clear and unambiguous, leading to a consensus among annotators that it is not hate speech. Therefore, the disagreement level is low, and the predicted labels are all 0s, indicating that none of the annotators would classify this as hate speech.",0.0,0.0
76,9691,"Poor little bit, she's terrified of him. I don't think she's ever been around dogs, much less one whose head is bigger than she is. The cats are fascinated, but Pearl's not having any of it yet. She's a growler. LOL She settled down enough to come out of the carrier & explore her temp home in my bathroom & drink a little, but she's back in it now, curled up sleeping.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post describes a situation involving a pet's reaction to a dog, with no language or context that suggests hate speech. It does not demean or degrade any individuals or groups, nor does it incite violence or use vulgar or offensive language. The content is clear and straightforward, leading to a consensus that it is not hate speech.","The post is about a pet's reaction to a dog and does not contain any elements of hate speech. It is unlikely to cause disagreement among annotators as it does not involve any assaults on human dignity, calls for violence, or use of vulgar or offensive language. Therefore, the post is categorized as 'low' disagreement, with all annotators likely agreeing that it is not hate speech.",0.0,0.0
77,9692,Look what we did today! Meet Pearl.,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post 'Look what we did today! Meet Pearl.' is a simple and positive statement that does not contain any elements of hate speech. It does not demean or degrade any individuals or groups, does not call for violence, and does not use vulgar or offensive language. The content is clear and unambiguous, likely leading to a consensus among annotators that it is not hate speech.","The post 'Look what we did today! Meet Pearl.' is straightforward and lacks any elements that could be interpreted as hate speech. It appears to be a positive or neutral statement, possibly introducing a new pet or project named Pearl. There is no indication of assaults on human dignity, calls for violence, or use of vulgar or offensive language. Therefore, it is expected that annotators would unanimously agree that this post is not hate speech, resulting in low disagreement.",0.0,0.0
78,9780,"Look at this compilation of tweets Nick Monroe made exhibiting the anti-white racism of Buzzfeed staff members. Again, this is commonplace on the Left. https://twitter.com/i/moments/1033547403620757504",0.8,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","The post references a compilation of tweets that allegedly exhibit 'anti-white racism' by Buzzfeed staff, which could be interpreted as an assault on human dignity by suggesting a racial bias. However, the post itself does not contain explicit vulgarity or calls for violence. The interpretation of 'anti-white racism' can be subjective and may lead to disagreement among annotators, as some may view it as highlighting a legitimate issue while others may see it as an exaggeration or misrepresentation. This results in a moderate level of disagreement among annotators.","The post discusses a compilation of tweets that allegedly show 'anti-white racism' by Buzzfeed staff, which could be seen as an assault on human dignity by implying racial bias. However, the post itself does not contain explicit vulgarity or calls for violence. The interpretation of 'anti-white racism' can be subjective and may lead to disagreement among annotators, as some may view it as highlighting a legitimate issue while others may see it as an exaggeration or misrepresentation. This results in a moderate level of disagreement among annotators.",0.3333333333333333,0.46666666666666673
79,9782,"Listen, I know I make fun of Commiefornia a lot, but I never realized they were this stupid. By the way, what a biased article from a so-called objective news source. Two sentences saying it's controversial and ten paragraphs dedicated to up-playing it. https://money.cnn.com/2018/08/30/pf/california-wom...",0.8,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post uses the term 'Commiefornia,' which is a derogatory term for California, often used in a political context to criticize the state's policies. However, the post does not explicitly demean or degrade individuals or groups based on protected characteristics, nor does it call for violence or use vulgar language. The criticism is directed towards a state and a news source, which is more of a political opinion rather than hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post criticizes California using a derogatory term 'Commiefornia' and accuses a news source of bias. While the term 'Commiefornia' is derogatory, it is used in a political context rather than as an assault on human dignity based on protected characteristics. The post does not contain calls for violence or vulgar language. It is more of a political opinion piece, which is unlikely to be classified as hate speech by most annotators. Therefore, the disagreement among annotators is expected to be low, with most labeling it as not hate speech.",0.0,0.8
80,9913,"So starting tomorrow, I'll have 11 days of peace and quiet in the house while the family goes on vacation.  Could use any and all cheers, thoughts, prayers, whatever, cause I'd like to enjoy myself without getting plastered and hangover-sleeping the whole time away.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a personal reflection about having some time alone while the family is on vacation. It does not contain any language or content that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is straightforward and lacks any elements that could be interpreted as hate speech. Therefore, it is likely to have low disagreement among annotators, as it clearly does not fall into any hate speech categories.","The post is a personal reflection about having some time alone while the family is on vacation. It does not contain any language or content that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is straightforward and lacks any elements that could be interpreted as hate speech. Therefore, it is likely to have low disagreement among annotators, as it clearly does not fall into any hate speech categories.",0.0,0.0
81,9914,"Thank you to everyone that has supported freedom of speech.  In spite of our political differences, this is the one thematic unifying principle that brings us here.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post expresses gratitude for support of freedom of speech and highlights it as a unifying principle despite political differences. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is unlikely to be considered hate speech by any annotators, leading to low disagreement.","The post is a positive message thanking people for supporting freedom of speech and emphasizing unity despite political differences. It does not contain any elements of hate speech, such as assaults on human dignity, calls for violence, or vulgarity. As a result, it is expected that all annotators would agree that this post is not hate speech, resulting in low disagreement.",0.0,0.0
82,9915,"And when people give me shit for being on Gab, like 'OMG there are so many racists there', I'm like, yeah, and there aren't a shit ton on Twitter?  At least on Gab I'm in charge of my own feed by my own rules, not some bullshit shadow algorithm.  I censor what I cannot brook.  That's my choice, not Jacks. https://gab.ai/a/posts/15062088",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses the user's preference for Gab over Twitter due to control over their feed and mentions the presence of racists on both platforms. However, it does not explicitly endorse or promote hate speech, nor does it contain vulgar or offensive language. The post is more about personal choice and platform control rather than an assault on human dignity or a call for violence. Therefore, it is likely to be seen as not hate speech by most annotators, leading to low disagreement.","The post does not contain explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity/offensive language. It discusses the user's preference for Gab over Twitter due to control over their feed and mentions the presence of racists on both platforms. However, it does not endorse or promote hate speech. The post is more about personal choice and platform control rather than an assault on human dignity or a call for violence. Therefore, it is likely to be seen as not hate speech by most annotators, leading to low disagreement.",0.0,0.0
83,10362,"A pedophile is like a dog with rabies.  It's sad they're sick, but they still have to be put down. #MAGA",0.4,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post explicitly compares pedophiles to rabid dogs and suggests they should be 'put down,' which is a clear call for violence against a group of individuals. This falls under the 'Calls for Violence' aspect of hate speech. The language used is unambiguous in its violent intent, and thus, it is likely that there would be a consensus among annotators that this constitutes hate speech. Therefore, the disagreement level is low.","The post compares pedophiles to rabid dogs and suggests they should be 'put down,' which is a clear call for violence. This falls under the 'Calls for Violence' aspect of hate speech. The language is explicit and unambiguous in its violent intent, making it likely that annotators would agree this is hate speech. Therefore, the disagreement level is low, and the predicted labels are all 1s, indicating consensus that the post is hate speech.",1.0,0.6
